acronym_,expansion,id,text
DC,distributed control,TS-1525,"Bare Demo of IEEEtran.cls for IEEE JournalsThis paper presents a complete design , analysis , and performance evaluation of a novel distributed event - triggered control and estimation strategy for DC microgrids ."
MPI,message passing interface,TS-1526,MPI : a message passing interface standard . (
SPL,sound pressure level,TS-1527,A Noise Profiler tool was developed in - house that makes use of a custom Time Lattice data structure which allows for the querying of very large scale SPL data .
MF,matrix factorization,TS-1528,A general approach of these methods is to extract latent topics from reviews using topic models or non - negative MF and learn latent factors from ratings using MF methods .
MER,maximum entropy regularizer,TS-1529,"However , we can see benefit of MER in all tasks other than the task 2 ."
GPA,graph partition algorithm,TS-1530,"Besides , we show that the initialization strategies of GPA lead to the speedup of the running time of the baseline algorithms ."
AFC,atomic function computation,TS-1531,Wireless - domain A - AFC : Implementation .
RC,rate constrained,TS-1532,Users in downlink include a set of RTUs ( control system users ) denoted by and a set of RC users denoted by .
CNN,convolutional neural network,TS-1533,"The most common architecture of a CNN has the convolution layer connected to a pooling layer , which combines the outputs of neuron clusters at one layer into a single neuron ."
NC,normalized correlation,TS-1534,"Including modality - dependent featuresWe consider adding the combination of three modality - dependent features to the combined feature set ( Combined+MD ) : NC , SID and GID ."
SE,signed error,TS-1535,"Among them , SE indicates the bias and variability of the detection results ."
ILP,inductive logic programming,TS-1536,"In practice , Metagol is the only notable ILP solver which can efficiently learn recursive predicates ( via meta - rule templates ) ."
RWA,recurrent weighted average,TS-1537,This time the LSTM model fit the dataset faster than the RWA model ( Fig .
RL,reinforcement learning,TS-1538,Both RL networks were trained through RMSProp with batch size 64 .
SPL,sound pressure level,TS-1539,This makes the sensors more adept at measuring decibel change over time rather than providing directly comparable absolute SPL values across different deployment types .
SMT,statistical machine translation,TS-1540,"Our corpus is fairly large for both SMT and NMT approaches , comprised of almost 1.3 M sentences , which enables the development of robust models ."
MSE,mean squared error,TS-1541,Top : MSE for individual predictors .
PP,prepositional phrase,TS-1542,Results from RBG dependency parser with features coming from various PP attachment predictors and oracle attachments .
QRF,quantile random forest,TS-1543,It can be observed that the QRF median prediction is the same as the mean prediction .
RL,reinforcement learning,TS-1544,"Since the goal is long - term adaptation , personalized LoC ( pLoC ) was framed as a RL problem , trained using Q - learning ."
AFC,atomic function computation,TS-1545,"For instance , A - AFC modules operating in the wireless domain are currently restricted to a certain class of functions ( see Subsection IV - A ) , while , clearly , D - AFCs operating in the digital domain have significantly more powerful capabilities ."
CPD,coal mine disaster,TS-1546,"Coal Mine Disaster DataCoal Mine Disaster , a standard dataset for testing CPD method , consists of 191 accidents from 1851 to 1962 ."
MR,middle resolution,TS-1547,This scheme was firstly proposed by SRCNN dong2016image to learn MR - to - HR non - linear mapping with simple convolutional layers .
RN,relational neighbors,TS-1548,RN always had micro - f1 scores that are far lower than those of any other algorithms for all three networks .
IS,importance sampling,TS-1549,"We also compare against importance sampling as presented in , which we refer to as IS ."
CFG,context free grammar,TS-1550,"A sequence that ""s"" valid according to a CFG is generated by starting with the sequence consisting of the root token , and then repeatedly taking a ( typically the leftmost ) nonterminal token in the sequence , selecting a rule whose left hand side equals that token , and replacing the token with the right hand side of that rule ."
DCP,deep context prediction,TS-1551,"In case of background motion , DCP can still estimate background by calculating motion masks via optical flow , as our target is to eliminate foreground moving objects only ."
LR,low resolution,TS-1552,Metrics are calculated on the generated LR AFLW test images and compared against the experimental setting mentioned in S2 above .
NN,neural network,TS-1553,Two different layer configurations of neural networks are presented for each input dimension as NN 1 and NN 2 .
RL,reinforcement learning,TS-1554,"In most cases RL algorithms can be expected to find better policy after more iterations , but the amount of these iterations tend to be unjustified ."
OCC,one class classifier,TS-1555,Errors ( ) ( difference of expected value and output of boundary - OCC ) from good bearings out of all training bearings data are used for threshold calculation .
LTE,long term evolution,TS-1556,"We study how the channel access parameterscan be tuned for the IFW , which uses the WiFi air interface , and for theDBF , which uses the LTE air interface in the unlicensed band , respectively ."
OP,old persian,TS-1557,"PIr * crA small number of Old and Middle Persian words show OP c , MP s for PIr * cr , e.g. , * ni - crai- """" restore """" OP niyacaray- caus . ("
POS,part of speech,TS-1558,"For the 80 data , we did POS tagging of questions , and then used those patterns which have a minimum support of 0.1 ( normalized ) ."
STL,signal temporal logic,TS-1559,"defiThe definition for the surrounded operator is essentially obtained from the Boolean semantics by replacing conjunctions and universal quantifications with the minimum and disjunctions and existential quantifications with the maximum , as done in Donze2010,Donze2013 for STL ."
SCS,statistical compressed sensing,TS-1560,"Following a similar mathematical approach as the one adopted in conventional CS performance analysis , it is shown that with the same random matrices as in conventional CS , but with a considerably reduced number of measurements , and with the optimal decoder implemented via linear filtering , significantly faster than the decoders applied in conventional CS , the average error of Gaussian SCS is tightly upper bounded by a constant times the best -term approximation error with overwhelming probability , the failure probability being orders of magnitude smaller than that of conventional CS ."
FM,fuzzy measure,TS-1561,"In the future , our next planned effort includes : ( i ) exploring different deep learning - based methods , ( ii ) studying why deep learning - based methods have such sensitivity to input variations , ( iii ) incorporating the detector ""s"" confidence score in the detection result as height , ( iv ) non - AABB region fusion ( non - convex and non - normal ) and ( v ) using various FMs beyond the FM of agreement ."
RL,relative location,TS-1562,Note how the RL agent wins by reducing speed in key locations .
ODE,o - d demand estimation,TS-1563,"Provided that the route choice variation can be substantial in real - world traffic , our ODE method needs to model atomic users , and take day - to - day route choice variation into consideration while estimating probability distributions of O - D demand ."
SC,steering control,TS-1564,"are the box plots summarizing the mean values of predicted difficulty based on the candidate physiological features ( left ) and kinematic features ( right ) for characterizing control algorithm ( JC , SC , CC , and CFB ) and target layout ( T1 , T2 , T3 , T4 ) , respectively ."
AN,artificial noise,TS-1565,"In other words , the contribution of AN to SR can be trivial in such a situation ."
TE,transformation error,TS-1566,TE is implemented based on Theano ( http://deeplearning.net/software/theano/ ) .
